Record_ID,Date,Production_Line,Product,Shift,Operator_ID,Machine_ID,Units_Produced,Defects,Rework_Units,Scrap_Units,Downtime_Hours,Root_Cause,Cost_of_Poor_Quality,Good_Units,Defect_Rate,First_Pass_Yield,Scrap_Rate,Rework_Rate
QR00280,2025-05-28,Line B,Device Gamma,Evening,OP006,M-105,279,9,2,7,0.46,Material,5793.71,270,0.03225806451612903,0.967741935483871,0.025089605734767026,0.007168458781362007
QR00281,2025-10-22,Line B,Device Beta,Morning,OP030,M-103,196,9,4,5,2.76,Packaging,1780.7,187,0.04591836734693878,0.9540816326530612,0.025510204081632654,0.02040816326530612
QR00282,2025-02-12,Line B,Device Alpha,Morning,OP014,M-101,160,4,2,2,0.88,Assembly,1519.57,156,0.025,0.975,0.0125,0.0125
QR00283,2025-02-18,Line B,Device Beta,Evening,OP015,M-103,182,8,1,7,1.84,Assembly,3780.38,174,0.04395604395604396,0.9560439560439561,0.038461538461538464,0.005494505494505495
QR00284,2025-01-08,Line B,Device Delta,Evening,OP015,M-102,170,10,4,6,1.5,Assembly,3511.39,160,0.058823529411764705,0.9411764705882353,0.03529411764705882,0.023529411764705882
QR00285,2025-02-07,Line C,Device Delta,Evening,OP012,M-104,122,4,2,2,1.9,Material,1802.97,118,0.03278688524590164,0.9672131147540983,0.01639344262295082,0.01639344262295082
QR00286,2025-01-30,Line B,Device Alpha,Night,OP002,M-106,257,11,4,7,2.03,Assembly,4247.49,246,0.042801556420233464,0.9571984435797666,0.027237354085603113,0.01556420233463035
QR00287,2025-11-03,Line A,Device Alpha,Morning,OP022,M-101,245,6,1,5,1.32,Process,3093.11,239,0.024489795918367346,0.9755102040816327,0.02040816326530612,0.004081632653061225
QR00288,2025-10-30,Line C,Device Gamma,Morning,OP026,M-103,215,5,2,3,0.95,Material,2626.28,210,0.023255813953488372,0.9767441860465116,0.013953488372093023,0.009302325581395349
QR00289,2025-10-09,Line A,Device Delta,Evening,OP024,M-106,226,10,2,8,1.16,Process,4958.84,216,0.04424778761061947,0.9557522123893806,0.035398230088495575,0.008849557522123894
QR00290,2025-11-10,Line B,Device Beta,Night,OP029,M-104,128,4,1,3,0.32,Packaging,994.44,124,0.03125,0.96875,0.0234375,0.0078125
QR00291,2025-01-11,Line B,Device Beta,Morning,OP002,M-105,171,6,3,3,0.34,Electrical,2882.76,165,0.03508771929824561,0.9649122807017544,0.017543859649122806,0.017543859649122806
QR00292,2025-12-30,Line A,Device Alpha,Morning,OP010,M-101,258,3,1,2,1.75,Process,1328.18,255,0.011627906976744186,0.9883720930232558,0.007751937984496124,0.003875968992248062
QR00293,2025-11-22,Line C,Device Beta,Night,OP030,M-103,228,6,1,5,1.76,Electrical,4331.83,222,0.02631578947368421,0.9736842105263158,0.021929824561403508,0.0043859649122807015
QR00294,2025-08-15,Line C,Device Delta,Evening,OP023,M-102,205,4,1,3,1.73,Assembly,1748.17,201,0.01951219512195122,0.9804878048780488,0.014634146341463415,0.004878048780487805
QR00295,2025-02-15,Line C,Device Gamma,Morning,OP004,M-104,177,2,0,2,0.69,Material,1520.0,175,0.011299435028248588,0.9887005649717514,0.011299435028248588,0.0
QR00296,2025-02-02,Line D,Device Gamma,Night,OP016,M-102,192,11,4,7,1.21,Assembly,4290.98,181,0.057291666666666664,0.9427083333333334,0.036458333333333336,0.020833333333333332
QR00297,2025-01-28,Line B,Device Gamma,Morning,OP018,M-101,200,5,1,4,0.49,Material,3190.48,195,0.025,0.975,0.02,0.005
QR00298,2025-01-18,Line A,Device Beta,Morning,OP014,M-102,192,9,3,6,2.83,Material,5021.4,183,0.046875,0.953125,0.03125,0.015625
QR00299,2025-06-01,Line D,Device Beta,Night,OP006,M-106,114,7,3,4,4.32,Material,3351.48,107,0.06140350877192982,0.9385964912280702,0.03508771929824561,0.02631578947368421
QR00300,2025-07-09,Line C,Device Gamma,Morning,OP014,M-103,256,4,2,2,2.34,Electrical,2126.85,252,0.015625,0.984375,0.0078125,0.0078125
QR00301,2025-09-22,Line A,Device Gamma,Morning,OP017,M-104,175,4,2,2,4.46,Material,1958.4,171,0.022857142857142857,0.9771428571428571,0.011428571428571429,0.011428571428571429
QR00302,2025-02-03,Line B,Device Alpha,Evening,OP004,M-103,131,6,2,4,0.32,Process,2609.34,125,0.04580152671755725,0.9541984732824428,0.030534351145038167,0.015267175572519083
QR00303,2025-12-04,Line C,Device Delta,Morning,OP027,M-106,140,5,1,4,3.26,Assembly,2170.23,135,0.03571428571428571,0.9642857142857143,0.02857142857142857,0.007142857142857143
QR00304,2025-03-24,Line B,Device Beta,Morning,OP022,M-104,176,4,1,3,0.27,Electrical,2647.9,172,0.022727272727272728,0.9772727272727273,0.017045454545454544,0.005681818181818182
QR00305,2025-03-03,Line B,Device Beta,Night,OP019,M-104,210,8,3,5,0.64,Material,4099.63,202,0.0380952380952381,0.9619047619047619,0.023809523809523808,0.014285714285714285
QR00306,2025-05-24,Line C,Device Gamma,Morning,OP027,M-106,164,1,0,1,0.61,Process,590.0,163,0.006097560975609756,0.9939024390243902,0.006097560975609756,0.0
QR00307,2025-01-08,Line B,Device Beta,Evening,OP016,M-106,149,5,2,3,2.05,Electrical,2897.23,144,0.03355704697986577,0.9664429530201343,0.020134228187919462,0.013422818791946308
QR00308,2025-09-04,Line C,Device Beta,Night,OP006,M-106,198,7,3,4,2.32,Calibration,3007.89,191,0.03535353535353535,0.9646464646464646,0.020202020202020204,0.015151515151515152
QR00309,2025-05-19,Line C,Device Gamma,Evening,OP010,M-102,132,3,1,2,3.74,Process,1340.55,129,0.022727272727272728,0.9772727272727273,0.015151515151515152,0.007575757575757576
QR00310,2025-12-18,Line A,Device Delta,Morning,OP012,M-105,154,5,1,4,3.33,Packaging,1203.6,149,0.032467532467532464,0.9675324675324676,0.025974025974025976,0.006493506493506494
QR00311,2025-04-08,Line C,Device Gamma,Evening,OP021,M-104,173,2,0,2,0.9,Process,1180.0,171,0.011560693641618497,0.9884393063583815,0.011560693641618497,0.0
QR00312,2025-07-17,Line D,Device Alpha,Evening,OP029,M-101,217,13,3,10,4.03,Calibration,7411.96,204,0.059907834101382486,0.9400921658986175,0.04608294930875576,0.013824884792626729
QR00313,2025-12-27,Line B,Device Gamma,Morning,OP001,M-103,200,7,1,6,1.95,Packaging,1714.69,193,0.035,0.965,0.03,0.005
QR00314,2025-11-21,Line D,Device Gamma,Morning,OP010,M-106,209,11,2,9,2.52,Assembly,4947.67,198,0.05263157894736842,0.9473684210526315,0.0430622009569378,0.009569377990430622
QR00315,2025-04-26,Line D,Device Gamma,Evening,OP024,M-106,261,10,2,8,3.13,Assembly,4577.14,251,0.038314176245210725,0.9616858237547893,0.03065134099616858,0.007662835249042145
QR00316,2025-01-12,Line B,Device Delta,Morning,OP019,M-103,212,10,4,6,1.13,Packaging,2351.62,202,0.04716981132075472,0.9528301886792453,0.02830188679245283,0.018867924528301886
QR00317,2025-02-07,Line D,Device Delta,Morning,OP028,M-101,146,8,4,4,2.28,Calibration,3240.68,138,0.0547945205479452,0.9452054794520548,0.0273972602739726,0.0273972602739726
QR00318,2025-01-18,Line D,Device Gamma,Evening,OP029,M-105,124,6,2,4,1.34,Material,3396.66,118,0.04838709677419355,0.9516129032258065,0.03225806451612903,0.016129032258064516
QR00319,2025-02-02,Line A,Device Gamma,Evening,OP002,M-106,148,2,1,1,0.2,Electrical,955.05,146,0.013513513513513514,0.9864864864864865,0.006756756756756757,0.006756756756756757
QR00320,2025-03-17,Line D,Device Gamma,Morning,OP024,M-103,187,8,1,7,2.66,Material,5421.06,179,0.0427807486631016,0.9572192513368984,0.0374331550802139,0.0053475935828877
QR00321,2025-04-05,Line A,Device Delta,Evening,OP007,M-103,216,5,1,4,1.72,Material,3157.14,211,0.023148148148148147,0.9768518518518519,0.018518518518518517,0.004629629629629629
QR00322,2025-12-01,Line C,Device Beta,Evening,OP022,M-103,178,2,1,1,3.03,Assembly,688.19,176,0.011235955056179775,0.9887640449438202,0.0056179775280898875,0.0056179775280898875
QR00323,2025-11-01,Line A,Device Gamma,Morning,OP003,M-102,268,5,2,3,1.96,Assembly,1748.54,263,0.018656716417910446,0.9813432835820896,0.011194029850746268,0.007462686567164179
QR00324,2025-04-19,Line C,Device Beta,Morning,OP017,M-105,208,3,1,2,0.61,Material,1735.39,205,0.014423076923076924,0.9855769230769231,0.009615384615384616,0.004807692307692308
QR00325,2025-03-13,Line C,Device Beta,Evening,OP027,M-104,232,10,4,6,0.41,Electrical,5676.1,222,0.04310344827586207,0.9568965517241379,0.02586206896551724,0.017241379310344827
QR00326,2025-02-21,Line D,Device Beta,Evening,OP001,M-103,262,13,2,11,1.84,Assembly,6051.8,249,0.04961832061068702,0.950381679389313,0.04198473282442748,0.007633587786259542
QR00327,2025-05-25,Line B,Device Beta,Morning,OP018,M-101,182,6,1,5,0.23,Process,3173.63,176,0.03296703296703297,0.967032967032967,0.027472527472527472,0.005494505494505495
QR00328,2025-05-06,Line D,Device Delta,Night,OP010,M-102,162,11,3,8,2.47,Calibration,5827.45,151,0.06790123456790123,0.9320987654320988,0.04938271604938271,0.018518518518518517
QR00329,2025-08-30,Line A,Device Beta,Night,OP030,M-103,112,4,1,3,1.32,Packaging,911.96,108,0.03571428571428571,0.9642857142857143,0.026785714285714284,0.008928571428571428
QR00330,2025-05-30,Line C,Device Alpha,Morning,OP015,M-104,212,4,1,3,0.97,Packaging,950.43,208,0.018867924528301886,0.9811320754716981,0.014150943396226415,0.0047169811320754715
QR00331,2025-01-12,Line D,Device Beta,Night,OP015,M-102,137,6,2,4,5.09,Packaging,1498.43,131,0.043795620437956206,0.9562043795620438,0.029197080291970802,0.014598540145985401
QR00332,2025-09-10,Line A,Device Gamma,Evening,OP021,M-106,200,2,1,1,0.44,Material,860.5,198,0.01,0.99,0.005,0.005
QR00333,2025-10-22,Line D,Device Gamma,Morning,OP021,M-101,220,9,4,5,1.41,Assembly,2978.2,211,0.04090909090909091,0.9590909090909091,0.022727272727272728,0.01818181818181818
QR00334,2025-06-12,Line C,Device Delta,Morning,OP003,M-103,182,8,1,7,3.14,Electrical,6103.65,174,0.04395604395604396,0.9560439560439561,0.038461538461538464,0.005494505494505495
QR00335,2025-03-27,Line C,Device Alpha,Morning,OP022,M-106,148,1,0,1,1.4,Process,590.0,147,0.006756756756756757,0.9932432432432432,0.006756756756756757,0.0
QR00336,2025-07-31,Line B,Device Delta,Evening,OP013,M-103,244,10,2,8,2.1,Process,5089.3,234,0.040983606557377046,0.9590163934426229,0.03278688524590164,0.00819672131147541
QR00337,2025-03-31,Line C,Device Gamma,Evening,OP027,M-101,131,4,2,2,3.61,Material,1784.1,127,0.030534351145038167,0.9694656488549618,0.015267175572519083,0.015267175572519083
QR00338,2025-03-02,Line B,Device Delta,Morning,OP014,M-104,233,12,5,7,1.61,Packaging,2442.04,221,0.05150214592274678,0.9484978540772532,0.030042918454935622,0.02145922746781116
QR00339,2025-09-11,Line B,Device Alpha,Morning,OP011,M-103,186,6,3,3,1.94,Material,2562.71,180,0.03225806451612903,0.967741935483871,0.016129032258064516,0.016129032258064516
QR00340,2025-01-16,Line C,Device Alpha,Morning,OP023,M-105,272,8,1,7,2.86,Assembly,3732.24,264,0.029411764705882353,0.9705882352941176,0.025735294117647058,0.003676470588235294
QR00341,2025-11-19,Line B,Device Delta,Evening,OP030,M-101,252,12,5,7,2.4,Process,4732.42,240,0.047619047619047616,0.9523809523809523,0.027777777777777776,0.01984126984126984
QR00342,2025-10-27,Line C,Device Gamma,Morning,OP003,M-105,130,3,1,2,1.61,Assembly,1158.0,127,0.023076923076923078,0.9769230769230769,0.015384615384615385,0.007692307692307693
QR00343,2025-01-11,Line A,Device Alpha,Night,OP001,M-103,112,5,2,3,1.8,Assembly,1982.07,107,0.044642857142857144,0.9553571428571429,0.026785714285714284,0.017857142857142856
QR00344,2025-12-01,Line D,Device Delta,Morning,OP011,M-105,150,9,2,7,3.32,Material,5722.63,141,0.06,0.94,0.04666666666666667,0.013333333333333334
QR00345,2025-09-30,Line D,Device Delta,Night,OP020,M-104,119,7,2,5,1.18,Calibration,3861.8,112,0.058823529411764705,0.9411764705882353,0.04201680672268908,0.01680672268907563
QR00346,2025-06-11,Line B,Device Alpha,Morning,OP016,M-102,180,5,2,3,1.8,Assembly,1946.19,175,0.027777777777777776,0.9722222222222222,0.016666666666666666,0.011111111111111112
QR00347,2025-02-04,Line A,Device Gamma,Evening,OP011,M-104,174,2,1,1,2.91,Material,967.89,172,0.011494252873563218,0.9885057471264368,0.005747126436781609,0.005747126436781609
QR00348,2025-09-09,Line B,Device Gamma,Evening,OP025,M-104,168,4,1,3,3.62,Process,1918.9,164,0.023809523809523808,0.9761904761904762,0.017857142857142856,0.005952380952380952
QR00349,2025-01-11,Line D,Device Alpha,Night,OP009,M-104,188,9,3,6,1.85,Assembly,3501.66,179,0.047872340425531915,0.9521276595744681,0.031914893617021274,0.015957446808510637
QR00350,2025-02-21,Line A,Device Delta,Evening,OP019,M-103,188,9,4,5,4.91,Packaging,2001.74,179,0.047872340425531915,0.9521276595744681,0.026595744680851064,0.02127659574468085
QR00351,2025-05-11,Line D,Device Delta,Morning,OP011,M-105,120,8,4,4,0.3,Process,2850.44,112,0.06666666666666667,0.9333333333333333,0.03333333333333333,0.03333333333333333
QR00352,2025-08-04,Line A,Device Beta,Morning,OP011,M-103,239,5,2,3,5.63,Material,2682.26,234,0.02092050209205021,0.9790794979079498,0.012552301255230125,0.008368200836820083
QR00353,2025-02-19,Line B,Device Delta,Evening,OP001,M-102,220,12,2,10,0.71,Assembly,5579.76,208,0.05454545454545454,0.9454545454545454,0.045454545454545456,0.00909090909090909
QR00354,2025-09-30,Line C,Device Alpha,Night,OP013,M-104,175,4,1,3,3.93,Calibration,2252.81,171,0.022857142857142857,0.9771428571428571,0.017142857142857144,0.005714285714285714
QR00355,2025-04-17,Line B,Device Beta,Evening,OP023,M-106,139,6,1,5,0.59,Material,3951.14,133,0.04316546762589928,0.9568345323741008,0.03597122302158273,0.007194244604316547
QR00356,2025-08-22,Line D,Device Delta,Evening,OP023,M-101,139,10,3,7,0.89,Calibration,5264.55,129,0.07194244604316546,0.9280575539568345,0.050359712230215826,0.02158273381294964
QR00357,2025-04-06,Line B,Device Alpha,Evening,OP013,M-106,199,6,1,5,1.35,Process,3104.83,193,0.03015075376884422,0.9698492462311558,0.02512562814070352,0.005025125628140704
QR00358,2025-02-21,Line A,Device Beta,Evening,OP012,M-103,99,3,1,2,2.97,Electrical,1775.73,96,0.030303030303030304,0.9696969696969697,0.020202020202020204,0.010101010101010102
QR00359,2025-07-10,Line A,Device Delta,Evening,OP001,M-104,226,7,2,5,1.27,Assembly,2833.29,219,0.030973451327433628,0.9690265486725663,0.022123893805309734,0.008849557522123894
QR00360,2025-04-12,Line C,Device Delta,Morning,OP012,M-101,237,5,2,3,1.07,Process,2077.13,232,0.02109704641350211,0.9789029535864979,0.012658227848101266,0.008438818565400843
QR00361,2025-09-26,Line D,Device Alpha,Morning,OP016,M-104,270,11,2,9,0.25,Process,5571.56,259,0.040740740740740744,0.9592592592592593,0.03333333333333333,0.007407407407407408
QR00362,2025-12-10,Line C,Device Gamma,Evening,OP030,M-106,251,4,1,3,2.7,Material,2453.68,247,0.01593625498007968,0.9840637450199203,0.01195219123505976,0.00398406374501992
QR00363,2025-06-04,Line A,Device Beta,Morning,OP027,M-101,180,3,1,2,1.82,Assembly,1238.26,177,0.016666666666666666,0.9833333333333333,0.011111111111111112,0.005555555555555556
QR00364,2025-01-21,Line C,Device Alpha,Night,OP015,M-103,161,3,1,2,0.43,Packaging,707.95,158,0.018633540372670808,0.9813664596273292,0.012422360248447204,0.006211180124223602
QR00365,2025-06-12,Line C,Device Alpha,Night,OP027,M-103,114,1,0,1,0.11,Electrical,840.0,113,0.008771929824561403,0.9912280701754386,0.008771929824561403,0.0
QR00366,2025-03-17,Line D,Device Alpha,Evening,OP004,M-105,273,12,4,8,0.68,Material,6738.49,261,0.04395604395604396,0.9560439560439561,0.029304029304029304,0.014652014652014652
QR00367,2025-04-15,Line B,Device Alpha,Night,OP024,M-104,203,7,2,5,3.01,Calibration,3677.12,196,0.034482758620689655,0.9655172413793104,0.024630541871921183,0.009852216748768473
QR00368,2025-06-21,Line D,Device Delta,Evening,OP016,M-105,236,14,4,10,1.03,Electrical,8962.47,222,0.059322033898305086,0.940677966101695,0.0423728813559322,0.01694915254237288
QR00369,2025-04-25,Line B,Device Delta,Morning,OP006,M-106,145,8,2,6,5.58,Material,4796.04,137,0.05517241379310345,0.9448275862068966,0.041379310344827586,0.013793103448275862
QR00370,2025-03-24,Line B,Device Beta,Morning,OP024,M-106,241,10,3,7,6.19,Material,6032.36,231,0.04149377593360996,0.9585062240663901,0.029045643153526972,0.012448132780082987
QR00371,2025-05-03,Line B,Device Beta,Evening,OP006,M-102,142,8,3,5,1.31,Assembly,3086.32,134,0.056338028169014086,0.9436619718309859,0.035211267605633804,0.02112676056338028
QR00372,2025-07-18,Line A,Device Gamma,Night,OP029,M-105,108,2,0,2,1.89,Material,1520.0,106,0.018518518518518517,0.9814814814814815,0.018518518518518517,0.0
QR00373,2025-09-04,Line C,Device Alpha,Night,OP030,M-103,202,4,1,3,2.53,Assembly,1792.57,198,0.019801980198019802,0.9801980198019802,0.01485148514851485,0.0049504950495049506
QR00374,2025-03-18,Line B,Device Gamma,Night,OP030,M-102,103,2,1,1,3.6,Packaging,424.57,101,0.019417475728155338,0.9805825242718447,0.009708737864077669,0.009708737864077669
QR00375,2025-01-04,Line A,Device Delta,Evening,OP027,M-102,116,4,2,2,0.59,Assembly,1458.25,112,0.034482758620689655,0.9655172413793104,0.017241379310344827,0.017241379310344827
QR00376,2025-02-27,Line D,Device Delta,Evening,OP016,M-106,205,10,2,8,2.87,Process,4982.11,195,0.04878048780487805,0.9512195121951219,0.03902439024390244,0.00975609756097561
QR00377,2025-02-13,Line A,Device Alpha,Morning,OP029,M-103,267,2,1,1,1.04,Material,860.33,265,0.00749063670411985,0.9925093632958801,0.003745318352059925,0.003745318352059925
QR00378,2025-06-02,Line C,Device Beta,Morning,OP002,M-104,99,3,1,2,4.63,Calibration,1556.72,96,0.030303030303030304,0.9696969696969697,0.020202020202020204,0.010101010101010102
QR00379,2025-04-22,Line C,Device Beta,Evening,OP030,M-102,103,3,0,3,2.09,Assembly,1560.0,100,0.02912621359223301,0.970873786407767,0.02912621359223301,0.0
QR00380,2025-11-04,Line C,Device Alpha,Evening,OP019,M-101,149,2,1,1,2.57,Assembly,704.55,147,0.013422818791946308,0.9865771812080537,0.006711409395973154,0.006711409395973154
QR00381,2025-02-10,Line D,Device Beta,Morning,OP030,M-103,269,13,6,7,2.23,Electrical,7188.56,256,0.048327137546468404,0.9516728624535316,0.026022304832713755,0.022304832713754646
QR00382,2025-09-13,Line C,Device Delta,Night,OP019,M-103,122,3,1,2,2.77,Calibration,1527.3,119,0.02459016393442623,0.9754098360655737,0.01639344262295082,0.00819672131147541
QR00383,2025-03-18,Line A,Device Beta,Morning,OP015,M-102,211,9,1,8,1.41,Calibration,5597.39,202,0.04265402843601896,0.957345971563981,0.037914691943127965,0.004739336492890996
QR00384,2025-10-06,Line C,Device Alpha,Evening,OP017,M-101,256,5,2,3,2.29,Calibration,2423.65,251,0.01953125,0.98046875,0.01171875,0.0078125
QR00385,2025-09-08,Line C,Device Beta,Night,OP018,M-102,227,6,1,5,1.48,Electrical,4438.31,221,0.02643171806167401,0.973568281938326,0.022026431718061675,0.004405286343612335
QR00386,2025-04-22,Line A,Device Delta,Morning,OP027,M-102,271,12,2,10,3.56,Packaging,2836.14,259,0.04428044280442804,0.955719557195572,0.03690036900369004,0.007380073800738007
QR00387,2025-06-01,Line C,Device Beta,Morning,OP015,M-104,242,6,2,4,3.32,Process,2571.43,236,0.024793388429752067,0.9752066115702479,0.01652892561983471,0.008264462809917356
QR00388,2025-03-06,Line A,Device Beta,Morning,OP020,M-104,136,4,1,3,2.85,Electrical,2745.96,132,0.029411764705882353,0.9705882352941176,0.022058823529411766,0.007352941176470588
QR00389,2025-11-09,Line A,Device Alpha,Evening,OP010,M-103,160,4,1,3,1.24,Calibration,2261.83,156,0.025,0.975,0.01875,0.00625
QR00390,2025-03-02,Line D,Device Gamma,Evening,OP027,M-106,222,12,3,9,3.15,Assembly,5230.83,210,0.05405405405405406,0.9459459459459459,0.04054054054054054,0.013513513513513514
QR00391,2025-01-01,Line C,Device Gamma,Night,OP026,M-102,175,4,1,3,1.48,Process,1884.36,171,0.022857142857142857,0.9771428571428571,0.017142857142857144,0.005714285714285714
QR00392,2025-11-11,Line C,Device Gamma,Night,OP017,M-106,208,7,2,5,1.75,Packaging,1678.32,201,0.03365384615384615,0.9663461538461539,0.02403846153846154,0.009615384615384616
QR00393,2025-10-03,Line B,Device Gamma,Morning,OP022,M-104,150,3,1,2,1.19,Packaging,659.38,147,0.02,0.98,0.013333333333333334,0.006666666666666667
QR00394,2025-08-12,Line B,Device Delta,Morning,OP014,M-104,131,7,1,6,0.67,Assembly,3263.39,124,0.05343511450381679,0.9465648854961832,0.04580152671755725,0.007633587786259542
QR00395,2025-08-11,Line A,Device Delta,Morning,OP019,M-101,219,10,4,6,7.37,Material,5493.18,209,0.045662100456621,0.954337899543379,0.0273972602739726,0.0182648401826484
QR00396,2025-09-17,Line D,Device Gamma,Evening,OP013,M-105,278,10,4,6,7.88,Process,4437.73,268,0.03597122302158273,0.9640287769784173,0.02158273381294964,0.014388489208633094
QR00397,2025-05-18,Line A,Device Gamma,Morning,OP005,M-106,110,3,1,2,0.34,Calibration,1541.48,107,0.02727272727272727,0.9727272727272728,0.01818181818181818,0.00909090909090909
QR00398,2025-06-07,Line D,Device Gamma,Night,OP012,M-104,105,4,1,3,1.94,Material,2464.01,101,0.0380952380952381,0.9619047619047619,0.02857142857142857,0.009523809523809525
QR00399,2025-06-19,Line A,Device Gamma,Morning,OP006,M-103,105,1,0,1,1.6,Assembly,520.0,104,0.009523809523809525,0.9904761904761905,0.009523809523809525,0.0
QR00400,2025-04-23,Line C,Device Delta,Evening,OP006,M-105,151,5,1,4,2.41,Assembly,2187.36,146,0.033112582781456956,0.9668874172185431,0.026490066225165563,0.006622516556291391
QR00401,2025-07-25,Line D,Device Alpha,Evening,OP006,M-104,149,6,2,4,0.5,Process,2711.72,143,0.040268456375838924,0.959731543624161,0.026845637583892617,0.013422818791946308
QR00402,2025-09-18,Line C,Device Gamma,Night,OP029,M-106,274,3,1,2,2.11,Assembly,1215.05,271,0.010948905109489052,0.9890510948905109,0.0072992700729927005,0.0036496350364963502
QR00403,2025-09-10,Line A,Device Alpha,Evening,OP009,M-104,130,2,0,2,1.79,Electrical,1680.0,128,0.015384615384615385,0.9846153846153847,0.015384615384615385,0.0
QR00404,2025-04-04,Line C,Device Alpha,Night,OP029,M-102,211,6,1,5,3.58,Process,3095.5,205,0.02843601895734597,0.9715639810426541,0.023696682464454975,0.004739336492890996
QR00405,2025-09-10,Line A,Device Beta,Night,OP005,M-106,247,7,1,6,0.84,Calibration,4289.18,240,0.02834008097165992,0.97165991902834,0.024291497975708502,0.004048582995951417
QR00406,2025-09-01,Line C,Device Gamma,Evening,OP001,M-103,164,4,1,3,0.66,Electrical,2662.44,160,0.024390243902439025,0.975609756097561,0.018292682926829267,0.006097560975609756
QR00407,2025-06-22,Line C,Device Beta,Morning,OP002,M-103,221,4,2,2,0.06,Material,1788.52,217,0.01809954751131222,0.9819004524886877,0.00904977375565611,0.00904977375565611
QR00408,2025-02-26,Line A,Device Alpha,Evening,OP026,M-104,228,7,3,4,2.45,Material,3669.03,221,0.03070175438596491,0.9692982456140351,0.017543859649122806,0.013157894736842105
QR00409,2025-05-18,Line A,Device Beta,Evening,OP020,M-103,93,2,1,1,1.21,Assembly,705.31,91,0.021505376344086023,0.978494623655914,0.010752688172043012,0.010752688172043012
QR00410,2025-08-10,Line A,Device Gamma,Evening,OP002,M-103,162,3,1,2,6.22,Calibration,1482.54,159,0.018518518518518517,0.9814814814814815,0.012345679012345678,0.006172839506172839
QR00411,2025-10-05,Line B,Device Beta,Evening,OP003,M-103,152,6,2,4,0.53,Process,2699.48,146,0.039473684210526314,0.9605263157894737,0.02631578947368421,0.013157894736842105
QR00412,2025-01-22,Line D,Device Alpha,Night,OP012,M-106,194,12,4,8,0.12,Material,6925.44,182,0.061855670103092786,0.9381443298969072,0.041237113402061855,0.020618556701030927
QR00413,2025-11-16,Line B,Device Delta,Morning,OP021,M-104,111,5,1,4,3.88,Packaging,1148.17,106,0.04504504504504504,0.954954954954955,0.036036036036036036,0.009009009009009009
QR00414,2025-10-02,Line D,Device Gamma,Morning,OP007,M-105,121,6,2,4,1.11,Assembly,2471.54,115,0.049586776859504134,0.9504132231404959,0.03305785123966942,0.01652892561983471
QR00415,2025-05-13,Line C,Device Beta,Morning,OP004,M-106,280,5,2,3,1.32,Calibration,2295.72,275,0.017857142857142856,0.9821428571428571,0.010714285714285714,0.007142857142857143
QR00416,2025-01-22,Line C,Device Alpha,Night,OP016,M-103,166,4,2,2,5.39,Assembly,1395.66,162,0.024096385542168676,0.9759036144578314,0.012048192771084338,0.012048192771084338
QR00417,2025-08-13,Line B,Device Beta,Morning,OP012,M-103,98,5,2,3,2.12,Calibration,2489.47,93,0.05102040816326531,0.9489795918367347,0.030612244897959183,0.02040816326530612
QR00418,2025-06-09,Line B,Device Beta,Morning,OP014,M-104,95,4,1,3,4.18,Assembly,1729.39,91,0.042105263157894736,0.9578947368421052,0.031578947368421054,0.010526315789473684
QR00419,2025-09-05,Line B,Device Alpha,Evening,OP006,M-106,138,6,3,3,1.54,Packaging,1422.12,132,0.043478260869565216,0.9565217391304348,0.021739130434782608,0.021739130434782608
QR00420,2025-07-02,Line B,Device Delta,Morning,OP005,M-101,276,13,2,11,3.14,Electrical,9458.5,263,0.04710144927536232,0.9528985507246377,0.03985507246376811,0.007246376811594203
QR00421,2025-04-17,Line D,Device Beta,Morning,OP004,M-106,250,12,2,10,0.77,Process,6227.91,238,0.048,0.952,0.04,0.008
QR00422,2025-09-18,Line C,Device Delta,Night,OP024,M-106,102,4,1,3,0.32,Calibration,2148.48,98,0.0392156862745098,0.9607843137254902,0.029411764705882353,0.00980392156862745
QR00423,2025-11-29,Line B,Device Beta,Evening,OP027,M-103,215,8,1,7,6.62,Material,5509.39,207,0.037209302325581395,0.9627906976744186,0.03255813953488372,0.004651162790697674
QR00424,2025-06-03,Line A,Device Delta,Evening,OP003,M-106,127,4,1,3,1.8,Process,1957.66,123,0.031496062992125984,0.968503937007874,0.023622047244094488,0.007874015748031496
QR00425,2025-10-09,Line C,Device Delta,Evening,OP002,M-106,252,9,3,6,0.18,Assembly,3715.07,243,0.03571428571428571,0.9642857142857143,0.023809523809523808,0.011904761904761904
QR00426,2025-04-13,Line B,Device Alpha,Morning,OP001,M-104,223,8,2,6,0.12,Assembly,3474.95,215,0.03587443946188341,0.9641255605381166,0.026905829596412557,0.008968609865470852
QR00427,2025-02-20,Line C,Device Delta,Evening,OP026,M-104,150,3,0,3,0.57,Packaging,780.0,147,0.02,0.98,0.02,0.0
QR00428,2025-11-15,Line D,Device Gamma,Night,OP018,M-101,112,5,2,3,0.22,Material,2727.01,107,0.044642857142857144,0.9553571428571429,0.026785714285714284,0.017857142857142856
QR00429,2025-03-20,Line C,Device Gamma,Morning,OP019,M-102,123,3,1,2,3.6,Packaging,697.04,120,0.024390243902439025,0.975609756097561,0.016260162601626018,0.008130081300813009
QR00430,2025-08-03,Line A,Device Alpha,Night,OP007,M-102,164,3,0,3,2.97,Calibration,2040.0,161,0.018292682926829267,0.9817073170731707,0.018292682926829267,0.0
